ID,Title,Issn,Rank,SJR,Publisher,Type,Areas
21101066400,Bioactive Compounds in Health and Disease,"25740334, 27692426",14155,"0,355",Functional Food Institute,journal,Agricultural and Biological Sciences
4000151708,China Review,16802012,14156,"0,355",Cluj University Press,journal,Social Sciences
4900152712,Chinese Journal of Analytical Chemistry,"02533820, 18722040",14157,"0,355",Chinese Academy of Sciences,journal,Chemistry
17500155106,"Egyptian Journal of Neurology, Psychiatry and Neurosurgery","16878329, 11101083",14158,"0,355",Springer Nature,journal,Medicine; Neuroscience
21100806011,"Endocrinologia, Diabetes y Nutricion","25300172, 25300164",14159,"0,355",Sociedad Espanola de Endocrinologia y Nutricion,journal,"Biochemistry, Genetics and Molecular Biology; Medicine; Nursing"
29995,Fusion Science and Technology,15361055,14160,"0,355",Taylor and Francis Ltd.,journal,Energy; Engineering; Materials Science; Physics and Astronomy
21100396512,International Sports Law Journal,"22135154, 15677559",14161,"0,355",Springer Science + Business Media,journal,Social Sciences
16077,Journal of Biomolecular Techniques,15240215,14162,"0,355",Association of Biomolecular Resource Facilities,journal,"Biochemistry, Genetics and Molecular Biology"
21100431319,Journal of Crop Science and Biotechnology,"20058276, 19759479",14163,"0,355",Springer International Publishing AG,journal,"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology"
25283,Journal of Fluorine Chemistry,00221139,14164,"0,355",Elsevier B.V.,journal,"Biochemistry, Genetics and Molecular Biology; Chemistry; Environmental Science"
23060,Journal of Pain and Palliative Care Pharmacotherapy,"15360539, 15360288",14165,"0,355",Informa Healthcare,journal,Medicine
24060,Journal of Radioanalytical and Nuclear Chemistry,"15882780, 02365731",14166,"0,355",Springer Netherlands,journal,Chemistry; Energy; Environmental Science; Medicine
34981,Journal of Social Welfare and Family Law,09649069,14167,"0,355",Routledge,journal,Social Sciences
5100154501,Journal of Superconductivity and Novel Magnetism,"15571947, 15571939",14168,"0,355",Springer New York,journal,Materials Science; Physics and Astronomy
11600154097,Journal of the European Optical Society-Rapid Publications,19902573,14169,"0,355",EDP Sciences,journal,Physics and Astronomy
12162,Journal of the Marine Biological Association of the United Kingdom,"14697769, 00253154",14170,"0,355",Cambridge University Press,journal,Agricultural and Biological Sciences
17568,Law and Philosophy,"15730522, 01675249",14171,"0,355",Springer Netherlands,journal,Arts and Humanities; Social Sciences
17836,Medical Journal Armed Forces India,"03771237, 22134743",14172,"0,355",Elsevier B.V.,journal,Medicine
21100829282,Medical Mycology Journal,"21856486, 2186165X",14173,"0,355",Japanese Society for Medical Mycology,journal,Immunology and Microbiology; Medicine
21101107981,Mycosystema,16726472,14174,"0,355",Science China Press,journal,Agricultural and Biological Sciences
24125,Natural Areas Journal,08858608,14175,"0,355",Natural Areas Association,journal,Environmental Science
21100330713,Psychoanalytic Perspectives,"1551806X, 21636958",14176,"0,355",Routledge,journal,Psychology
25698,World Affairs,"19401582, 00438200",14177,"0,355",John Wiley and Sons Inc.,journal,Social Sciences
21100902638,Contemporary Management Research,18135498,14178,"0,354",Academy of Taiwan Information Systems Research,journal,"Business, Management and Accounting; Economics, Econometrics and Finance; Environmental Science"
144965,Employee Responsibilities and Rights Journal,08927545,14179,"0,354",Springer New York,journal,"Business, Management and Accounting; Social Sciences"
21100924769,European Journal of Social Security,"23992948, 13882627",14180,"0,354",SAGE Publications Ltd,journal,"Economics, Econometrics and Finance; Social Sciences"
24062,Geochemical Transactions,14674866,14181,"0,354",BioMed Central Ltd,journal,Earth and Planetary Sciences
26903,High Temperature Materials and Processes,"21910324, 03346455",14182,"0,354",Walter de Gruyter GmbH,journal,Chemistry; Engineering; Materials Science; Physics and Astronomy
24835,Indian Journal of Dermatology,"19983611, 00195154",14183,"0,354",Wolters Kluwer Medknow Publications,journal,Medicine
21100847442,Indonesian Journal on Geoscience,"23559306, 23559314",14184,"0,354",Geological Agency,journal,Earth and Planetary Sciences
20948,Jixie Gongcheng Xuebao/Chinese Journal of Mechanical Engineering,05776686,14185,"0,354",Editorial Office of Chinese Journal of Mechanical Engineering,journal,Computer Science; Engineering; Mathematics
21101082412,JMIR Dermatology,25620959,14186,"0,354",JMIR Publications Inc.,journal,Health Professions; Medicine
21100275968,Journal for European Environmental and Planning Law,"18760104, 16137272",14187,"0,354",Brill Academic Publishers,journal,Environmental Science; Social Sciences
21101057644,Journal of Corporate Accounting and Finance,"10970053, 10448136",14188,"0,354",Wiley-Blackwell,journal,"Business, Management and Accounting; Economics, Econometrics and Finance"
24784,Journal of Ethics,13824554,14189,"0,354",Springer Netherlands,journal,Arts and Humanities
24041,Journal of Immunoassay and Immunochemistry,"15321819, 15324230",14190,"0,354",Taylor and Francis Ltd.,journal,"Biochemistry, Genetics and Molecular Biology; Health Professions; Immunology and Microbiology; Medicine"
53663,Journal of Near Eastern Studies,"00222968, 15456978",14191,"0,354",University of Chicago,journal,Arts and Humanities; Social Sciences
21100216323,"Journal of Neurological Surgery, Part A: Central European Neurosurgery","21936323, 21936315",14192,"0,354",Thieme,journal,Medicine
16149,Medical Law International,"20479441, 09685332",14193,"0,354",SAGE Publications Inc.,journal,Medicine; Social Sciences
21100254429,Obogashchenie Rud,02023776,14194,"0,354",Ore &amp; Metals Publishing House,journal,Materials Science
16941,Physiotherapy Canada. Physiotherapie Canada,03000508,14195,"0,354",University of Toronto Press,journal,Health Professions
21100903407,"Psychoanalysis, Self and Context","24720038, 24720046",14196,"0,354",Taylor and Francis Ltd.,journal,Medicine; Psychology
21101100112,Rheumatology and Autoimmunity,"27671429, 27671410",14197,"0,354",John Wiley &amp; Sons Inc.,journal,Immunology and Microbiology; Medicine
19085,Sarcoidosis Vasculitis and Diffuse Lung Diseases,11240490,14198,"0,354",Mattioli 1885,journal,Medicine
21101046180,Studies in Digital Heritage,25741748,14199,"0,354",Indiana University,journal,Arts and Humanities
21100369168,Synergy,22137130,14200,"0,354",Elsevier B.V.,journal,"Biochemistry, Genetics and Molecular Biology; Medicine"
17540,Acta Neurobiologiae Experimentalis,"00651400, 16890035",14201,"0,353",Nencki Institute of Experimental Biology,journal,Medicine; Neuroscience
21100922988,Antitrust Bulletin,"19307969, 0003603X",14202,"0,353",SAGE Publications Inc.,journal,"Economics, Econometrics and Finance; Social Sciences"
28621,Biomedizinische Technik,"1862278X, 00135585",14203,"0,353",Walter de Gruyter GmbH,journal,Engineering; Medicine
38494,Critique of Anthropology,"14603721, 0308275X",14204,"0,353",SAGE Publications Ltd,journal,Arts and Humanities; Social Sciences
17948,Dendrobiology,16411307,14205,"0,353",Polska Akademia Nauk,journal,Agricultural and Biological Sciences
19900192450,Filomat,03545180,14206,"0,353",Universitet of Nis,journal,Mathematics
21100211373,Formacion Universitaria,07185006,14207,"0,353",Centro de Informacion Tecnologica,journal,Social Sciences
24080,Heterocyclic Communications,"07930283, 21910197",14208,"0,353",Walter de Gruyter GmbH,journal,Chemistry
25344,HortTechnology,"19437714, 10630198",14209,"0,353",American Society for Horticultural Science,journal,Agricultural and Biological Sciences
12485,Journal of Engineering Mathematics,"15732703, 00220833",14210,"0,353",Springer Netherlands,journal,Engineering; Mathematics
21100205738,Journal of Humanistic Counseling,"21611939, 21590311",14211,"0,353",John Wiley and Sons Ltd,journal,Psychology; Social Sciences
21101039663,Journal of Learning for Development,23111550,14212,"0,353",Commonwealth of Learning,journal,Social Sciences
4400151724,Journal of Mineralogical and Petrological Sciences,13456296,14213,"0,353",Tohoku University,journal,Earth and Planetary Sciences
5400152708,Laser Physics Letters,"1612202X, 16122011",14214,"0,353",IOP Publishing Ltd.,journal,Physics and Astronomy
12100157009,Politics and Policy,15555623,14215,"0,353",Wiley-Blackwell,journal,Social Sciences
94730,Proceedings - SPE Symposium on Improved Oil Recovery,-,14216,"0,353",Society of Petroleum Engineers (SPE),conference and proceedings,Earth and Planetary Sciences; Energy
18683,Psychiatria Polska,"00332674, 23915854",14217,"0,353",Polish Psychiatric Association,journal,Medicine
19700200984,Review of Cognitive Linguistics,"18779751, 1877976X",14218,"0,353",John Benjamins Publishing Company,journal,Psychology; Social Sciences
21100893188,Revista de Urbanismo,07175051,14219,"0,353",Universidad de Chile,journal,Environmental Science; Social Sciences
23857,Revue Suisse de Zoologie,0035418X,14220,"0,353",Museum d'Histoire Naturelle de Geneve,journal,Agricultural and Biological Sciences
17891,Seminars in Interventional Radiology,"10988963, 07399529",14221,"0,353","Thieme Medical Publishers, Inc.",journal,Medicine
13027,Tuijin Jishu/Journal of Propulsion Technology,10014055,14222,"0,353",Journal of Propulsion Technology,journal,Engineering
21100305241,World Journal of Engineering,17085284,14223,"0,353",Emerald Group Publishing Ltd.,journal,Earth and Planetary Sciences; Engineering
19900192002,Zeitschrift der Deutschen Gesellschaft fur Geowissenschaften,18601804,14224,"0,353",Schweizerbart Science Publishers,journal,Earth and Planetary Sciences
21100873079,Asian Journal of Comparative Politics,"20578911, 2057892X",14225,"0,352",SAGE Publications Ltd,journal,Social Sciences
12100156090,British Politics,"1746918X, 17469198",14226,"0,352",Palgrave Macmillan Ltd.,journal,Arts and Humanities; Social Sciences
27999,Chinese Journal of Chemical Physics,"23272244, 16740068",14227,"0,352",American Institute of Physics,journal,Chemistry
21100786528,Chinese Journal of Plant Ecology,1005264X,14228,"0,352",Editorial Office of Chinese Journal of Plant Ecology,journal,Agricultural and Biological Sciences; Environmental Science
5800173386,Current Drug Safety,"22123911, 15748863",14229,"0,352",Bentham Science Publishers B.V.,journal,"Medicine; Pharmacology, Toxicology and Pharmaceutics"
21419,Indian journal of public health,0019557X,14230,"0,352",Wolters Kluwer Medknow Publications,journal,Medicine
21100811152,International Journal of Forestry Research,"16879368, 16879376",14231,"0,352",Hindawi Publishing Corporation,journal,Agricultural and Biological Sciences; Environmental Science
21100921043,Journal of European Competition Law and Practice,"20417772, 20417764",14232,"0,352",Oxford University Press,journal,Social Sciences
30015,Journal of Multicultural Counseling and Development,08838534,14233,"0,352",Wiley-Blackwell,journal,Psychology; Social Sciences
16358,Journal of Nippon Medical School,"13454676, 13473409",14234,"0,352",Medical Association of Nippon Medical School,journal,Medicine
25898,Journal of Peptide Science,"10752617, 10991387",14235,"0,352",John Wiley and Sons Ltd,journal,"Biochemistry, Genetics and Molecular Biology; Chemistry; Medicine; Pharmacology, Toxicology and Pharmaceutics"
24059,Journal of Planar Chromatography - Modern TLC,"17890993, 09334173",14236,"0,352",Research Institute for Medicinal Plants,journal,"Biochemistry, Genetics and Molecular Biology; Chemistry"
23252,Nematology,"15685411, 13885545",14237,"0,352",Brill Academic Publishers,journal,Agricultural and Biological Sciences
17947,Neurologist,"10747931, 23312637",14238,"0,352",Lippincott Williams and Wilkins Ltd.,journal,Medicine
17800156738,Organization Management Journal,15416518,14239,"0,352",Emerald Group Publishing Ltd.,journal,"Business, Management and Accounting; Social Sciences"
23442,Politics and the Life Sciences,"14715457, 07309384",14240,"0,352",Cambridge University Press,journal,Social Sciences
12100155428,"Proceedings of Institution of Civil Engineers: Management, Procurement and Law","17514312, 17514304",14241,"0,352",ICE Publishing,journal,"Business, Management and Accounting; Engineering"
7900153109,Production,"19805411, 01036513",14242,"0,352",Associacao Brasileira de Engenharia de Producao,journal,Engineering
21100929572,Rambam Maimonides Medical Journal,20769172,14243,"0,352",Rambam Health Care Campus,journal,Medicine
18238,Revista de Investigacion Clinica,"23853956, 00348376",14244,"0,352",Instituto Nacional de la Nutricion Salvador Zubiran,journal,Medicine
6600153106,Russian Journal of Pacific Geology,"18197159, 18197140",14245,"0,352",Pleiades Publishing,journal,Earth and Planetary Sciences
17400154821,Sports Engineering,"14602687, 13697072",14246,"0,352",Springer Nature,journal,Engineering; Health Professions; Mathematics; Medicine
17600154907,Advances in Engineering Education,19411766,14247,"0,351",American Society for Engineering Education,journal,Engineering; Social Sciences
25569,Analog Integrated Circuits and Signal Processing,"09251030, 15731979",14248,"0,351",Springer Netherlands,journal,Computer Science; Materials Science
21100442012,Analysis (Germany),"21966753, 01744747",14249,"0,351",Walter de Gruyter GmbH,journal,Mathematics
23932,Analytical Letters,"1532236X, 00032719",14250,"0,351",Taylor and Francis Ltd.,journal,"Biochemistry, Genetics and Molecular Biology; Chemistry; Medicine"
19388,Archivio Italiano di Urologia Andrologia,"11243562, 22824197",14251,"0,351",Page Press Publications,journal,Medicine
15393,Biocatalysis and Biotransformation,"10292446, 10242422",14252,"0,351",Informa Healthcare,journal,"Biochemistry, Genetics and Molecular Biology; Chemical Engineering"
